epoch;accuracy;loss;val_accuracy;val_loss
0;0.0351107157766819;3.578796863555908;0.05068521946668625;3.551670789718628
1;0.05021962895989418;3.5313925743103027;0.13835127651691437;3.4962732791900635
2;0.0870213434100151;3.4222278594970703;0.22979944944381714;3.292815685272217
3;0.15518155694007874;3.1300113201141357;0.38092124462127686;2.8047282695770264
4;0.23212695121765137;2.7725255489349365;0.47468075156211853;2.3927688598632812
5;0.31998878717422485;2.43971586227417;0.5600588321685791;2.011474132537842
6;0.39813488721847534;2.1360979080200195;0.614853024482727;1.706608533859253
7;0.4623728096485138;1.8926043510437012;0.6619428992271423;1.4845753908157349
8;0.5139532089233398;1.699772834777832;0.6981766223907471;1.312799334526062
9;0.5615413188934326;1.53717839717865;0.7254686951637268;1.173093318939209
10;0.5976726412773132;1.4087847471237183;0.7491653561592102;1.0615111589431763
11;0.6268698573112488;1.3046592473983765;0.7682861089706421;0.979691743850708
12;0.6494431495666504;1.2182505130767822;0.782480776309967;0.9080002307891846
13;0.6688346266746521;1.1489415168762207;0.7942007184028625;0.8555589318275452
14;0.684183657169342;1.0899120569229126;0.8047533631324768;0.8063889741897583
15;0.700523316860199;1.0366730690002441;0.8136250376701355;0.7660413980484009
16;0.7146316170692444;0.9871336817741394;0.8224966526031494;0.7237074971199036
17;0.724027156829834;0.9498873949050903;0.8294539451599121;0.6993581056594849
18;0.7354239225387573;0.9131819009780884;0.8348469734191895;0.6687653064727783
19;0.7436187267303467;0.8836208581924438;0.8415006995201111;0.6429403424263
20;0.7523238658905029;0.8510856032371521;0.8458665013313293;0.6193375587463379
21;0.7597182393074036;0.827983021736145;0.849438488483429;0.5990530848503113
22;0.7666723132133484;0.8033652901649475;0.8555086255073547;0.5803970694541931
23;0.7712850570678711;0.780469536781311;0.8577031493186951;0.5607143640518188
24;0.778689444065094;0.7575424909591675;0.8608782887458801;0.5465822815895081
25;0.7837123870849609;0.7408203482627869;0.8636798858642578;0.530292272567749
26;0.7885051965713501;0.7240461707115173;0.8675787448883057;0.5150153040885925
27;0.794718861579895;0.7022298574447632;0.8686527013778687;0.502978503704071
28;0.7979207634925842;0.6892833709716797;0.8718277812004089;0.49075940251350403
29;0.8013027906417847;0.6778063774108887;0.8743959069252014;0.4769294857978821
30;0.8064457774162292;0.6600736379623413;0.8769873976707458;0.46676409244537354
31;0.8102680444717407;0.6495598554611206;0.8792986869812012;0.45740383863449097
32;0.8132498264312744;0.6377981901168823;0.8824270963668823;0.44641679525375366
33;0.8154211044311523;0.6256834864616394;0.8839679956436157;0.43993911147117615
34;0.8195935487747192;0.6136422753334045;0.8856722712516785;0.42936813831329346
35;0.8233758211135864;0.6001256108283997;0.8885205388069153;0.4206468164920807
36;0.8270479440689087;0.5915536284446716;0.889174222946167;0.4118056893348694
37;0.8296794891357422;0.5785154104232788;0.8906917572021484;0.4048689901828766
38;0.83076012134552;0.5735456347465515;0.8925828337669373;0.39849787950515747
39;0.8337218761444092;0.5622544884681702;0.894310474395752;0.39005547761917114
40;0.8381645083427429;0.5502629280090332;0.8958746790885925;0.38176169991493225
41;0.8400256037712097;0.5423396229743958;0.897392213344574;0.37777671217918396
42;0.8410462141036987;0.5375684499740601;0.8990030884742737;0.37121036648750305
43;0.84366774559021;0.5291922688484192;0.8993299603462219;0.3665739595890045
44;0.8460991978645325;0.5223296880722046;0.9005439877510071;0.3601578176021576
45;0.8483304977416992;0.5173521041870117;0.9016879796981812;0.3553001880645752
46;0.8484905958175659;0.5101842284202576;0.9031587839126587;0.34993335604667664
47;0.8497313261032104;0.5029187798500061;0.9039992690086365;0.34598347544670105
48;0.8519026041030884;0.4992293119430542;0.9054000377655029;0.34023284912109375
49;0.8554347157478333;0.4883037507534027;0.9069175720214844;0.3360617458820343
50;0.8555247783660889;0.48596546053886414;0.9071743488311768;0.33150914311408997
51;0.8558949828147888;0.4806748032569885;0.9087852835655212;0.32697826623916626
52;0.8586065769195557;0.47468405961990356;0.909438967704773;0.32316160202026367
53;0.8603976368904114;0.467947781085968;0.9103261232376099;0.3201628625392914
54;0.862148642539978;0.4626508057117462;0.9109565019607544;0.3153018355369568
55;0.8631592392921448;0.4578358232975006;0.9119837284088135;0.3123019337654114
56;0.8630592226982117;0.4536251425743103;0.9129876494407654;0.30854442715644836
57;0.8669614791870117;0.4437960684299469;0.9134312272071838;0.3052992522716522
58;0.8669114708900452;0.44295117259025574;0.9143183827400208;0.30178385972976685
59;0.8688726425170898;0.43547675013542175;0.9151355028152466;0.2978935241699219
60;0.8686525225639343;0.4345579147338867;0.915579080581665;0.2949942946434021
61;0.8701533675193787;0.43118083477020264;0.9165363311767578;0.292857825756073
62;0.8723346590995789;0.42388105392456055;0.9163962602615356;0.28895488381385803
63;0.8726348280906677;0.4211045503616333;0.917750358581543;0.28663110733032227
64;0.8747560977935791;0.41651520133018494;0.9187542200088501;0.28401806950569153
65;0.8743058443069458;0.41681167483329773;0.9191277623176575;0.2809388041496277
66;0.8758967518806458;0.41057971119880676;0.91973477602005;0.2785760164260864
67;0.8757767081260681;0.4066719710826874;0.9201316833496094;0.2762155830860138
68;0.877297580242157;0.40254202485084534;0.920691967010498;0.27472829818725586
69;0.8785983920097351;0.3997601866722107;0.9211822748184204;0.2715481221675873
70;0.8790186047554016;0.39928004145622253;0.9221161007881165;0.2689134478569031
71;0.8815301060676575;0.3919312059879303;0.9215090870857239;0.26744306087493896
72;0.8806195855140686;0.3917880952358246;0.9229332804679871;0.2643851339817047
73;0.8828608989715576;0.38713809847831726;0.9236570000648499;0.26302626729011536
74;0.883181095123291;0.3836495280265808;0.9232834577560425;0.2616584599018097
75;0.8845318555831909;0.37994158267974854;0.9242873191833496;0.2586434781551361
76;0.8843817710876465;0.3780636787414551;0.9246141910552979;0.2566562592983246
77;0.8856124877929688;0.3752480745315552;0.9252678751945496;0.2545834183692932
78;0.8868632316589355;0.37401479482650757;0.9252212047576904;0.25322917103767395
79;0.8873234987258911;0.37130090594291687;0.9254546761512756;0.25233757495880127
80;0.8883541226387024;0.36598339676856995;0.9262251257896423;0.2499786615371704
81;0.8888744115829468;0.36514344811439514;0.9260383248329163;0.24804171919822693
82;0.8889744877815247;0.3632689118385315;0.9264585971832275;0.24639563262462616
83;0.8894447684288025;0.35840609669685364;0.9265986680984497;0.24490340054035187
84;0.8911257386207581;0.3558901846408844;0.9273690581321716;0.24286146461963654
